Reference,month,year,gr,Season,TBEP_seg,sgyear,FLUCCSCODE,areas,bottom,DominantVeg,bveg,Shore,bay_TBEPseg_season,bay_TBEPseg_sgyr,bay_TBEPseg_sgyr_season,BvegCovBin
TBM2012080404,8,2012,20,Summer,OTB,2014,NA,21,MudSan,None,Non,29.8,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012080502,8,2012,20,Summer,MTB,2014,9116,18,San,Halodule spp.,SAV,30.3,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2012080506,8,2012,20,Summer,OTB,2014,9116,26,San,Halodule spp.,SAV,31.16666666,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012080706,8,2012,20,Summer,LTB,2014,NA,16,San,None,Non,30.3,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2012081201,8,2012,20,Summer,HB,2014,NA,2,SanStr,None,Non,28.1,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2012081401,8,2012,20,Summer,OTB,2014,9113,26,San,Halodule spp.,SAV,30.65,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2012081404,8,2012,20,Summer,OTB,2014,9116,25,San,SAV,SAV,31.3,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2012081407,8,2012,20,Summer,OTB,2014,9116,21,San,Halodule spp.,SAV,31.6,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2012090103,9,2012,20,Summer,LTB,2014,9116,12,San,None,Non,29.2,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2012090203,9,2012,20,Summer,MTB,2014,NA,7,Mud,SAV,SAV,29.65,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2012090204,9,2012,20,Summer,MTB,2014,9113,7,San,None,Non,29.63333333,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2012090303,9,2012,20,Summer,OTB,2014,9116,25,San,Syringodium spp.,SAV,30,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2012090305,9,2012,20,Summer,OTB,2014,9116,21,MudSan,None,Non,29.75,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012090309,9,2012,20,Summer,OTB,2014,9116,27,San,Halodule spp.,SAV,31.2,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012090506,9,2012,20,Summer,MTB,2014,9113,6,San,None,Non,33.05,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2012090603,9,2012,20,Summer,HB,2014,9113,3,San,None,Non,28.5,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2012090702,9,2012,20,Summer,MTB,2014,9116,19,San,Halodule spp.,SAV,28.6,MTB_Summer,MTB_2014,MTB_2014        _Summer,51-75
TBM2012090704,9,2012,20,Summer,MTB,2014,NA,19,MudSan,None,Non,29.1,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2012090707,9,2012,20,Summer,MTB,2014,9113,18,San,Syringodium spp.,SAV,28.9,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2012091006,9,2012,20,Summer,LTB,2014,NA,8,SanStr,SAV,SAV,29.4,LTB_Summer,LTB_2014,LTB_2014        _Summer,76-100
TBM2012091008,9,2012,20,Summer,LTB,2014,NA,10,San,Halodule spp.,SAV,29.5,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2012091305,9,2012,20,Summer,OTB,2014,NA,24,MudSanStr,None,Non,27.2,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2012091307,9,2012,20,Summer,OTB,2014,9116,24,MudSan,Halodule spp.,SAV,27.95,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2012094112,9,2012,20,Summer,HB,2014,NA,1,Mud,None,Non,27.05,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2012100401,10,2012,20,Fall,OTB,2014,9116,26,San,Syringodium spp.,SAV,28.16666666,OTB_Fall,OTB_2014,OTB_2014        _Fall,76-100
TBM2012100902,10,2012,20,Fall,HB,2014,NA,2,San,None,Non,26.95,HB_Fall,HB_2014,HB_2014         _Fall,0-25
TBM2012100903,10,2012,20,Fall,HB,2014,9121,2,San,None,Non,25.6,HB_Fall,HB_2014,HB_2014         _Fall,0-25
TBM2012100905,10,2012,20,Fall,HB,2014,NA,5,San,Halodule spp.,SAV,27.05,HB_Fall,HB_2014,HB_2014         _Fall,51-75
TBM2012101002,10,2012,20,Fall,LTB,2014,9116,10,San,Thalassia spp.,SAV,26.2,LTB_Fall,LTB_2014,LTB_2014        _Fall,76-100
TBM2012101003,10,2012,20,Fall,LTB,2014,NA,10,San,None,Non,26.1,LTB_Fall,LTB_2014,LTB_2014        _Fall,0-25
TBM2012101102,10,2012,20,Fall,MTB,2014,9116,7,San,Halodule spp.,SAV,25.05,MTB_Fall,MTB_2014,MTB_2014        _Fall,0-25
TBM2012101202,10,2012,20,Fall,MTB,2014,9116,19,San,Syringodium spp.,SAV,26.9,MTB_Fall,MTB_2014,MTB_2014        _Fall,76-100
TBM2012101204,10,2012,20,Fall,HB,2014,9113,4,San,Halodule spp.,SAV,26.9,HB_Fall,HB_2014,HB_2014         _Fall,0-25
TBM2012101302,10,2012,20,Fall,MTB,2014,9113,17,San,Thalassia spp.,SAV,26.6,MTB_Fall,MTB_2014,MTB_2014        _Fall,0-25
TBM2012101303,10,2012,20,Fall,MTB,2014,9116,16,SanStr,Thalassia spp.,SAV,26.45,MTB_Fall,MTB_2014,MTB_2014        _Fall,0-25
TBM2012101401,10,2012,20,Fall,OTB,2014,NA,23,San,None,Non,25.15,OTB_Fall,OTB_2014,OTB_2014        _Fall,0-25
TBM2012101403,10,2012,20,Fall,OTB,2014,9113,22,San,Halodule spp.,SAV,24,OTB_Fall,OTB_2014,OTB_2014        _Fall,51-75
TBM2012101501,10,2012,20,Fall,HB,2014,NA,1,MudSanStr,None,Non,28,HB_Fall,HB_2014,HB_2014         _Fall,0-25
TBM2012101603,10,2012,20,Fall,OTB,2014,9113,25,San,Syringodium spp.,SAV,26.4,OTB_Fall,OTB_2014,OTB_2014        _Fall,51-75
TBM2012101604,10,2012,20,Fall,OTB,2014,9113,25,San,Halodule spp.,SAV,27.1,OTB_Fall,OTB_2014,OTB_2014        _Fall,0-25
TBM2012110403,11,2012,20,Fall,OTB,2014,9113,19,San,Halodule spp.,SAV,23.5,OTB_Fall,OTB_2014,OTB_2014        _Fall,76-100
TBM2012110404,11,2012,20,Fall,OTB,2014,9116,20,SanStr,None,Non,22.85,OTB_Fall,OTB_2014,OTB_2014        _Fall,0-25
TBM2012110407,11,2012,20,Fall,OTB,2014,9116,21,MudSan,Halodule spp.,SAV,23.9,OTB_Fall,OTB_2014,OTB_2014        _Fall,76-100
TBM2012110409,11,2012,20,Fall,OTB,2014,NA,25,San,Halodule spp.,SAV,23.05,OTB_Fall,OTB_2014,OTB_2014        _Fall,0-25
TBM2012110604,11,2012,20,Fall,OTB,2014,9113,25,San,Halodule spp.,SAV,23.8,OTB_Fall,OTB_2014,OTB_2014        _Fall,26-50
TBM2012110606,11,2012,20,Fall,OTB,2014,NA,22,MudSan,Halodule spp.,SAV,22.25,OTB_Fall,OTB_2014,OTB_2014        _Fall,0-25
TBM2012110704,11,2012,20,Fall,HB,2014,NA,29,SanStr,None,Non,20.5,HB_Fall,HB_2014,HB_2014         _Fall,0-25
TBM2012110707,11,2012,20,Fall,HB,2014,NA,4,San,None,Non,21.2,HB_Fall,HB_2014,HB_2014         _Fall,0-25
TBM2012110710,11,2012,20,Fall,MTB,2014,9116,6,MudSan,Ruppia spp.,SAV,22.5,MTB_Fall,MTB_2014,MTB_2014        _Fall,51-75
TBM2012110903,11,2012,20,Fall,HB,2014,NA,5,San,Halodule spp.,SAV,21.3,HB_Fall,HB_2014,HB_2014         _Fall,76-100
TBM2012110906,11,2012,20,Fall,HB,2014,NA,5,MudSan,None,Non,22.35,HB_Fall,HB_2014,HB_2014         _Fall,0-25
TBM2012111002,11,2012,20,Fall,MTB,2014,NA,7,San,None,Non,15.5,MTB_Fall,MTB_2014,MTB_2014        _Fall,0-25
TBM2012111007,11,2012,20,Fall,LTB,2014,9116,8,San,Thalassia spp.,SAV,19.2,LTB_Fall,LTB_2014,LTB_2014        _Fall,76-100
TBM2012111102,11,2012,20,Fall,OTB,2014,9113,26,San,None,Non,20.7,OTB_Fall,OTB_2014,OTB_2014        _Fall,0-25
TBM2012111103,11,2012,20,Fall,OTB,2014,9116,27,San,Syringodium spp.,SAV,20.6,OTB_Fall,OTB_2014,OTB_2014        _Fall,76-100
TBM2012111304,11,2012,20,Fall,LTB,2014,9113,12,San,Thalassia spp.,SAV,19.9,LTB_Fall,LTB_2014,LTB_2014        _Fall,76-100
TBM2012120105,12,2012,20,Winter,LTB,2014,9116,12,San,Syringodium spp.,SAV,20,LTB_Winter,LTB_2014,LTB_2014        _Winter,76-100
TBM2012120301,12,2012,20,Winter,HB,2014,9116,29,MudSan,Halodule spp.,SAV,19.6,HB_Winter,HB_2014,HB_2014         _Winter,76-100
TBM2012120302,12,2012,20,Winter,HB,2014,NA,5,San,None,Non,19.3,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2012120304,12,2012,20,Winter,HB,2014,NA,6,San,Halodule spp.,SAV,19.6,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2012120307,12,2012,20,Winter,HB,2014,9113,3,MudSan,Halodule spp.,SAV,21.6,HB_Winter,HB_2014,HB_2014         _Winter,51-75
TBM2012120401,12,2012,20,Winter,OTB,2014,9116,27,MudSan,Thalassia spp.,SAV,21.3,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2012120405,12,2012,20,Winter,MTB,2014,9116,19,San,None,Non,22.05,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012120408,12,2012,20,Winter,MTB,2014,9116,18,SanStr,Syringodium spp.,SAV,21.9,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2012120409,12,2012,20,Winter,MTB,2014,9113,18,San,None,Non,22.5,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2012120503,12,2012,20,Winter,OTB,2014,9113,24,MudSan,Halodule spp.,SAV,21.4,OTB_Winter,OTB_2014,OTB_2014        _Winter,26-50
TBM2012120506,12,2012,20,Winter,OTB,2014,NA,23,MudSan,None,Non,22.85,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2012120607,12,2012,20,Winter,MTB,2014,9113,7,MudSan,Halodule spp.,SAV,23.75,MTB_Winter,MTB_2014,MTB_2014        _Winter,26-50
TBM2012120706,12,2012,20,Winter,LTB,2014,NA,8,San,None,Non,22.9,LTB_Winter,LTB_2014,LTB_2014        _Winter,0-25
TBM2012121005,12,2012,20,Winter,OTB,2014,9116,25,San,Syringodium spp.,SAV,21.5,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2012121009,12,2012,20,Winter,OTB,2014,9113,25,San,Halodule spp.,SAV,21,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013010203,1,2013,20,Winter,OTB,2014,9116,24,MudSan,None,Non,20.7,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013010206,1,2013,20,Winter,OTB,2014,NA,23,MudSan,None,Non,19.1,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013010301,1,2013,20,Winter,OTB,2014,9113,20,San,Syringodium spp.,SAV,18.55,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2013010304,1,2013,20,Winter,OTB,2014,9116,24,San,Halodule spp.,SAV,17.95,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013010405,1,2013,20,Winter,OTB,2014,9116,27,San,Halodule spp.,SAV,18.4,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013010502,1,2013,20,Winter,HB,2014,9113,3,San,Halodule spp.,SAV,20.2,HB_Winter,HB_2014,HB_2014         _Winter,76-100
TBM2013010503,1,2013,20,Winter,HB,2014,NA,5,San,None,Non,19.15,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2013010504,1,2013,20,Winter,MTB,2014,NA,6,San,None,Non,19.05,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2013010705,1,2013,20,Winter,MTB,2014,9113,18,San,Syringodium spp.,SAV,22.7,MTB_Winter,MTB_2014,MTB_2014        _Winter,26-50
TBM2013010804,1,2013,20,Winter,MTB,2014,9113,17,San,Halodule spp.,SAV,19.35,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2013010805,1,2013,20,Winter,LTB,2014,9116,16,SanStr,Thalassia spp.,SAV,19.3,LTB_Winter,LTB_2014,LTB_2014        _Winter,76-100
TBM2013010901,1,2013,20,Winter,LTB,2014,9113,8,San,Thalassia spp.,SAV,19.6,LTB_Winter,LTB_2014,LTB_2014        _Winter,0-25
TBM2013010903,1,2013,20,Winter,LTB,2014,NA,8,San,None,Non,20.8,LTB_Winter,LTB_2014,LTB_2014        _Winter,0-25
TBM2013010905,1,2013,20,Winter,MTB,2014,9116,6,San,None,Non,21.2,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2013010906,1,2013,20,Winter,MTB,2014,NA,6,Mud,Halodule spp.,SAV,22.1,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2013010908,1,2013,20,Winter,MTB,2014,9113,7,Mud,Halodule spp.,SAV,22.8,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2013020101,2,2013,20,Winter,HB,2014,NA,4,San,None,Non,20.15,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2013020102,2,2013,20,Winter,MTB,2014,9113,27,San,Syringodium spp.,SAV,20,MTB_Winter,MTB_2014,MTB_2014        _Winter,26-50
TBM2013020104,2,2013,20,Winter,MTB,2014,9113,27,San,Thalassia spp.,SAV,20.1,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2013020303,2,2013,20,Winter,MTB,2014,9113,7,San,Thalassia spp.,SAV,19.4,MTB_Winter,MTB_2014,MTB_2014        _Winter,51-75
TBM2013020304,2,2013,20,Winter,MTB,2014,9113,7,San,None,Non,20.1,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2013020305,2,2013,20,Winter,MTB,2014,9113,6,San,None,Non,19.9,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2013020505,2,2013,20,Winter,OTB,2014,9116,25,San,Syringodium spp.,SAV,21.4,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2013020507,2,2013,20,Winter,OTB,2014,9113,25,San,Halodule spp.,SAV,22.25,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013020704,2,2013,20,Winter,HB,2014,NA,5,MudSan,None,Non,20.4,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2013020803,2,2013,20,Winter,OTB,2014,9113,22,MudSan,None,Non,22.4,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013020806,2,2013,20,Winter,OTB,2014,9113,22,San,Halodule spp.,SAV,23.1,OTB_Winter,OTB_2014,OTB_2014        _Winter,51-75
TBM2013020907,2,2013,20,Winter,MTB,2014,9116,17,San,SAV,SAV,22.1,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2013021001,2,2013,20,Winter,OTB,2014,NA,26,San,None,Non,15.1,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013021104,2,2013,20,Winter,LTB,2014,NA,12,San,None,Non,18.25,LTB_Winter,LTB_2014,LTB_2014        _Winter,0-25
TBM2013021205,2,2013,20,Winter,LTB,2014,9116,8,MudSan,Halodule spp.,SAV,21.5,LTB_Winter,LTB_2014,LTB_2014        _Winter,0-25
TBM2013030201,3,2013,20,Winter,MTB,2014,9116,18,San,Halodule spp.,SAV,17.4,MTB_Winter,MTB_2014,MTB_2014        _Winter,26-50
TBM2013030202,3,2013,20,Winter,OTB,2014,9113,19,San,None,Non,17.5,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013030303,3,2013,20,Winter,OTB,2014,9113,25,San,None,Non,18.2,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013030304,3,2013,20,Winter,OTB,2014,9116,25,San,Thalassia spp.,SAV,18.4,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2013030305,3,2013,20,Winter,OTB,2014,9113,25,San,None,Non,18.4,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013030401,3,2013,20,Winter,MTB,2014,9116,7,San,Syringodium spp.,SAV,13.9,MTB_Winter,MTB_2014,MTB_2014        _Winter,76-100
TBM2013030404,3,2013,20,Winter,MTB,2014,9113,6,San,SAV,SAV,14.35,MTB_Winter,MTB_2014,MTB_2014        _Winter,26-50
TBM2013030504,3,2013,20,Winter,OTB,2014,9116,20,San,Halodule spp.,SAV,14.9,OTB_Winter,OTB_2014,OTB_2014        _Winter,76-100
TBM2013030905,3,2013,20,Winter,HB,2014,NA,29,San,None,Non,18.4,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2013031101,3,2013,20,Winter,OTB,2014,9113,27,MudSan,Thalassia spp.,SAV,15.6,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013031103,3,2013,20,Winter,MTB,2014,NA,6,San,None,Non,17.7,MTB_Winter,MTB_2014,MTB_2014        _Winter,0-25
TBM2013031105,3,2013,20,Winter,HB,2014,NA,5,San,None,Non,16.5,HB_Winter,HB_2014,HB_2014         _Winter,0-25
TBM2013031106,3,2013,20,Winter,HB,2014,9113,5,San,Halodule spp.,SAV,16.9,HB_Winter,HB_2014,HB_2014         _Winter,51-75
TBM2013031107,3,2013,20,Winter,OTB,2014,9116,26,San,None,Non,19.1,OTB_Winter,OTB_2014,OTB_2014        _Winter,0-25
TBM2013031203,3,2013,20,Winter,LTB,2014,9113,8,MudSan,Halodule spp.,SAV,19.5,LTB_Winter,LTB_2014,LTB_2014        _Winter,76-100
TBM2013040401,4,2013,20,Spring,MTB,2014,9116,7,San,Syringodium spp.,SAV,24,MTB_Spring,MTB_2014,MTB_2014        _Spring,76-100
TBM2013040402,4,2013,20,Spring,MTB,2014,9116,7,San,None,Non,24,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2013040406,4,2013,20,Spring,HB,2014,NA,5,MudSan,Halodule spp.,SAV,25.85,HB_Spring,HB_2014,HB_2014         _Spring,51-75
TBM2013040407,4,2013,20,Spring,MTB,2014,9113,7,San,Halodule spp.,SAV,26.45,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2013040408,4,2013,20,Spring,MTB,2014,NA,7,Mud,Halodule spp.,SAV,25.95,MTB_Spring,MTB_2014,MTB_2014        _Spring,76-100
TBM2013040702,4,2013,20,Spring,MTB,2014,9116,18,San,Halodule spp.,SAV,22.4,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2013040703,4,2013,20,Spring,MTB,2014,9116,19,San,Halodule spp.,SAV,23.65,MTB_Spring,MTB_2014,MTB_2014        _Spring,26-50
TBM2013040704,4,2013,20,Spring,MTB,2014,9113,19,San,Syringodium spp.,SAV,23.55,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2013040904,4,2013,20,Spring,LTB,2014,9116,8,MudSan,Halodule spp.,SAV,23.75,LTB_Spring,LTB_2014,LTB_2014        _Spring,51-75
TBM2013041004,4,2013,20,Spring,OTB,2014,9116,25,San,Halodule spp.,SAV,25.7,OTB_Spring,OTB_2014,OTB_2014        _Spring,51-75
TBM2013041005,4,2013,20,Spring,OTB,2014,9116,22,MudSan,Halodule spp.,SAV,26,OTB_Spring,OTB_2014,OTB_2014        _Spring,76-100
TBM2013041008,4,2013,20,Spring,OTB,2014,9113,24,San,Halodule spp.,SAV,27.45,OTB_Spring,OTB_2014,OTB_2014        _Spring,0-25
TBM2013041009,4,2013,20,Spring,OTB,2014,9113,22,San,Halodule spp.,SAV,26.95,OTB_Spring,OTB_2014,OTB_2014        _Spring,0-25
TBM2013041101,4,2013,20,Spring,MTB,2014,9116,27,San,Halodule spp.,SAV,25,MTB_Spring,MTB_2014,MTB_2014        _Spring,51-75
TBM2013041201,4,2013,20,Spring,HB,2014,9121,3,San,None,Non,23.5,HB_Spring,HB_2014,HB_2014         _Spring,0-25
TBM2013041207,4,2013,20,Spring,HB,2014,9113,2,San,Caulerpa spp.,SAV,27.55,HB_Spring,HB_2014,HB_2014         _Spring,0-25
TBM2013050103,5,2013,20,Spring,MTB,2014,9113,27,San,Halodule spp.,SAV,23.75,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2013050206,5,2013,20,Spring,MTB,2014,9113,17,San,Halodule spp.,SAV,23,MTB_Spring,MTB_2014,MTB_2014        _Spring,76-100
TBM2013050302,5,2013,20,Spring,MTB,2014,NA,6,San,None,Non,24.3,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2013050304,5,2013,20,Spring,MTB,2014,9116,6,MudSan,Halodule spp.,SAV,21.6,MTB_Spring,MTB_2014,MTB_2014        _Spring,51-75
TBM2013050402,5,2013,20,Spring,MTB,2014,9116,27,San,Halodule spp.,SAV,22.8,MTB_Spring,MTB_2014,MTB_2014        _Spring,76-100
TBM2013050406,5,2013,20,Spring,MTB,2014,9113,18,San,None,Non,25.05,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2013050501,5,2013,20,Spring,OTB,2014,NA,24,MudSan,None,Non,24.2,OTB_Spring,OTB_2014,OTB_2014        _Spring,0-25
TBM2013050505,5,2013,20,Spring,OTB,2014,9113,25,San,Halodule spp.,SAV,25.25,OTB_Spring,OTB_2014,OTB_2014        _Spring,76-100
TBM2013050508,5,2013,20,Spring,OTB,2014,NA,26,San,None,Non,25.05,OTB_Spring,OTB_2014,OTB_2014        _Spring,0-25
TBM2013050602,5,2013,20,Spring,LTB,2014,NA,16,San,None,Non,26.3,LTB_Spring,LTB_2014,LTB_2014        _Spring,0-25
TBM2013050802,5,2013,20,Spring,MTB,2014,NA,7,San,None,Non,22.4,MTB_Spring,MTB_2014,MTB_2014        _Spring,0-25
TBM2013050803,5,2013,20,Spring,MTB,2014,9116,7,MudSan,Syringodium spp.,SAV,21.5,MTB_Spring,MTB_2014,MTB_2014        _Spring,76-100
TBM2013051001,5,2013,20,Spring,LTB,2014,9116,12,MudSan,Thalassia spp.,SAV,24.4,LTB_Spring,LTB_2014,LTB_2014        _Spring,76-100
TBM2013051103,5,2013,20,Spring,LTB,2014,9116,8,San,Thalassia spp.,SAV,24.1,LTB_Spring,LTB_2014,LTB_2014        _Spring,76-100
TBM2013051204,5,2013,20,Spring,LTB,2014,9116,10,San,Algae,SAV,26.1,LTB_Spring,LTB_2014,LTB_2014        _Spring,76-100
TBM2013051403,5,2013,20,Spring,OTB,2014,9116,23,MudSan,Halodule spp.,SAV,28,OTB_Spring,OTB_2014,OTB_2014        _Spring,76-100
TBM2013060105,6,2013,20,Summer,LTB,2014,9116,12,San,Syringodium spp.,SAV,27.8,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2013060106,6,2013,20,Summer,LTB,2014,9116,16,MudSan,Thalassia spp.,SAV,28.3,LTB_Summer,LTB_2014,LTB_2014        _Summer,76-100
TBM2013060301,6,2013,20,Summer,HB,2014,NA,1,San,None,Non,27.25,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2013060302,6,2013,20,Summer,HB,2014,NA,1,San,None,Non,27.65,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2013060405,6,2013,20,Summer,OTB,2014,9113,27,Mud,None,Non,28.1,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2013060406,6,2013,20,Summer,OTB,2014,9116,26,MudSan,Syringodium spp.,SAV,30.2,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2013060607,6,2013,20,Summer,OTB,2014,9116,24,San,Ruppia spp.,SAV,29.95,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2013060608,6,2013,20,Summer,OTB,2014,9116,24,MudSan,Ruppia spp.,SAV,30.9,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2013060704,6,2013,20,Summer,MTB,2014,NA,17,San,None,Non,29,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2013060804,6,2013,20,Summer,OTB,2014,NA,24,San,None,Non,30.7,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2013060806,6,2013,20,Summer,OTB,2014,9116,21,San,Halodule spp.,SAV,31,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2013061102,6,2013,20,Summer,MTB,2014,9116,6,San,Halodule spp.,SAV,29.96666666,MTB_Summer,MTB_2014,MTB_2014        _Summer,51-75
TBM2013061103,6,2013,20,Summer,HB,2014,NA,29,SanStr,None,Non,29.8,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2013061104,6,2013,20,Summer,HB,2014,NA,2,San,None,Non,29.55,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2013061203,6,2013,20,Summer,MTB,2014,9113,7,San,None,Non,30.55,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2013061205,6,2013,20,Summer,MTB,2014,NA,7,MudSan,SAV,SAV,30.6,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2013061305,6,2013,20,Summer,LTB,2014,NA,8,San,None,Non,30.85,LTB_Summer,LTB_2014,LTB_2014        _Summer,0-25
TBM2013070301,7,2013,20,Summer,MTB,2014,NA,19,San,None,Non,27.45,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2013070303,7,2013,20,Summer,MTB,2014,NA,27,San,None,Non,27,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2013070306,7,2013,20,Summer,MTB,2014,9113,19,San,Halodule spp.,SAV,27.9,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2013070307,7,2013,20,Summer,MTB,2014,9116,18,San,Syringodium spp.,SAV,28.1,MTB_Summer,MTB_2014,MTB_2014        _Summer,76-100
TBM2013070601,7,2013,20,Summer,HB,2014,9113,3,San,Halodule spp.,SAV,29.25,HB_Summer,HB_2014,HB_2014         _Summer,76-100
TBM2013070705,7,2013,20,Summer,OTB,2014,9116,26,MudSan,Halodule spp.,SAV,30.65,OTB_Summer,OTB_2014,OTB_2014        _Summer,76-100
TBM2013070802,7,2013,20,Summer,HB,2014,9113,5,MudSan,None,Non,27.45,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2013070805,7,2013,20,Summer,MTB,2014,9113,6,San,None,Non,27.95,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2013070809,7,2013,20,Summer,HB,2014,NA,1,MudSan,None,Non,28.55,HB_Summer,HB_2014,HB_2014         _Summer,0-25
TBM2013071003,7,2013,20,Summer,MTB,2014,9116,7,San,None,Non,28.65,MTB_Summer,MTB_2014,MTB_2014        _Summer,0-25
TBM2013071301,7,2013,20,Summer,OTB,2014,9113,24,MudSan,Halodule spp.,SAV,28.15,OTB_Summer,OTB_2014,OTB_2014        _Summer,0-25
TBM2013071304,7,2013,20,Summer,OTB,2014,9116,22,San,Halodule spp.,SAV,28.65,OTB_Summer,OTB_2014,OTB_2014        _Summer,51-75
TBM2013071306,7,2013,20,Summer,OTB,2014,9113,23,MudSan,Halodule spp.,SAV,29.65,OTB_Summer,OTB_2014,OTB_2014        _Summer,51-75
